"","actimag_followers","actimag_friends","actimag_profile","adviceGoodImpression_profile","age_followers","age_friends","age_profile","agr_followers","agr_friends","agr_profile","arrogant_followers","arrogant_friends","arrogant_profile","askNotes_profile","assertive_followers","assertive_friends","assertive_profile","attractive_followers","attractive_friends","attractive_profile","buySomethingOnline_profile","casualSocial_profile","centerattn_followers","centerattn_friends","centerattn_profile","cold_followers","cold_friends","cold_profile","cold_r_followers","cold_r_friends","cold_r_profile","con_followers","con_friends","con_profile","converseIntellStim_profile","ext_followers","ext_friends","ext_profile","fewartint_followers","fewartint_friends","fewartint_profile","fewartint_r_followers","fewartint_r_friends","fewartint_r_profile","followSM_profile","friendshipOnline_profile","friendsOffline_profile","funny_followers","funny_friends","funny_profile","groupProject_profile","helpConflict_profile","helpIntellChallenge_profile","hire_profile","ilike_followers","ilike_friends","ilike_profile","impulsive_followers","impulsive_friends","impulsive_profile","intelligent_followers","intelligent_friends","intelligent_profile","interestNewsOnline_profile","introduceFriend_profile","lazy_followers","lazy_friends","lazy_profile","lazy_r_followers","lazy_r_friends","lazy_r_profile","movieTVrec_profile","musicRec_profile","nervous_followers","nervous_friends","nervous_profile","neu_followers","neu_friends","neu_profile","ope_followers","ope_friends","ope_profile","outgoing_followers","outgoing_friends","outgoing_profile","paperFeedback_profile","race_followers","race_friends","race_profile","relaxed_followers","relaxed_friends","relaxed_profile","relaxed_r_followers","relaxed_r_friends","relaxed_r_profile","reserved_followers","reserved_friends","reserved_profile","reserved_r_followers","reserved_r_friends","reserved_r_profile","romanticPartner_friend_profile","romanticPartner_self_profile","selfesteem_followers","selfesteem_friends","selfesteem_profile","ses_followers","ses_friends","ses_profile","sex_followers","sex_friends","sex_profile","thorough_followers","thorough_friends","thorough_profile","triviaPartner_profile","trustDeadlines_profile","trustInfoOnline_profile","trusting_followers","trusting_friends","trusting_profile","trustOrganize_profile","trustworthy_followers","trustworthy_friends","trustworthy_profile","valueOpinion_profile","workStressfulTask_profile","workTaskConflict_profile"
"cold_r_friends",-0.040841919663813,-0.0445452872260107,-0.139628120370848,-0.250337986101856,-0.0848372403852844,-0.0630924313013832,-0.0611235805318633,0.283753886262829,0.529815930503807,0.176788758562312,0.133614849808015,-0.215985221031563,0.0524487623930819,0.225223633496813,0.111168361884899,0.00837727004148629,0.011040249162192,0.292975040847016,0.44720893523087,0.246350837417839,-0.146315267636969,-0.0181073478568858,0.124432889627502,0.219681589237874,0.0965996238725264,-0.236770274292285,-1,-0.264652384352283,0.236770274292285,1,0.264652384352283,0.0352175266243443,0.139075372172672,0.00486620039666394,0.014071157005148,0.37407167693394,0.84563012403426,0.278862811445749,0.136255994372813,-0.155349988052397,0.0783818075085851,-0.136255994372813,0.155349988052397,-0.0783818075085851,-0.0585934633776488,0.130156962890829,0.0974383884313986,0.233861899025347,0.34929441785773,0.218514551058762,0.00097297605439337,-0.0851228000623907,-0.12706441958158,-0.0027712127474192,0.145930738797123,0.239387550222593,0.0839113372984679,0.105490582820392,0.016911556295374,0.0641025596978348,-0.0493747523600983,0.0416110058154039,-0.0215509559743062,-0.164825449126054,0.25515325390232,-0.0303153672442551,-0.181465764977274,0.0647995738347535,0.0303153672442551,0.181465764977274,-0.0647995738347535,0.0829164646335754,0.0313410617292177,-0.168145109397371,-0.39600847072169,-0.152148340049766,-0.329755320674884,-0.494492108219099,-0.155011420097613,-0.105023517040439,0.0673498278103982,-0.120639939351018,0.386470518995902,0.498659718497932,0.205490211848417,-0.0162074799764389,0.0211986749146347,0.0380369824422975,0.0594390523901209,0.398166160714537,0.423800221672624,0.108281926940452,-0.398166160714537,-0.423800221672624,-0.108281926940452,-0.17724470104701,-0.338874713207966,-0.11751180265873,0.17724470104701,0.338874713207966,0.11751180265873,0.181619786912514,-0.129525107440737,0.303148196676545,0.309687216250683,0.233452588616701,0.0814369079015285,0.216946579243837,0.201488657192173,0.112318880380803,0.267057620056753,-0.0247991313140087,0.0325127295584555,0.0775591303512125,0.0696480683976058,-0.115704359789925,0.0268257243423163,-0.119482635091922,0.228599072516035,0.475451254841187,0.0704359421629208,0.0367276453564112,0.182585369173971,0.356444649810615,0.0625237739555541,0.0989575416848124,-0.0627259923428354,-0.00146224295643155
"cold_r_profile",0.00184829188100242,-0.060503689170482,0.169899062965387,0.157875581726173,0.179242780617323,0.185700872230542,0.222739331880204,-0.0728712742755442,0.0867505222397164,0.530634475456689,-0.12079943817602,-0.247561745275799,-0.56417696222913,0.248323981079941,-0.0533534166090037,0.0424310982160801,-0.219773793406564,0.0864197731060257,0.182917366596093,0.267068023656482,-0.000872203448922488,-0.0604240148483051,-0.106952834734973,-0.111964252927263,-0.352273150615842,-0.132343031185723,-0.264652384352283,-1,0.132343031185723,0.264652384352283,1,0.236036829133702,0.336367272482512,0.457066506872338,-0.0363811036310119,0.0786340836147337,0.207140107930907,0.861508360052593,0.0805574850517163,-0.118477300915028,-0.298866154780987,-0.0805574850517163,0.118477300915028,0.298866154780987,-0.220810517101664,0.184909430422144,-0.0317666987531118,-0.10625262041991,0.03080023456965,0.46651253302838,0.197001300095186,0.14336214859903,-0.00302738805094306,0.358015721333796,0.201760012096791,0.211216747929719,0.594277222710232,-0.165809320357225,-0.187241295053301,-0.377114468282437,0.262466557779622,0.191074340293709,0.421496867897517,-0.279751119690979,0.049982649491048,-0.145777668455717,-0.290346817918199,-0.390936609401067,0.145777668455717,0.290346817918199,0.390936609401067,-0.364230273589037,-0.236097582762283,-0.011622009913864,-0.0643924349383712,-0.152878573795178,-0.145063848112858,-0.16084158881778,-0.489459901005203,-0.0458590503835795,0.0376116384396409,0.25745599296049,0.0258071620331622,0.0846416073552403,0.431929170841012,0.0294182024611073,0.199604567490083,0.255559599259483,0.286407453649716,0.264710989390642,0.222705294552193,0.619882684894023,-0.264710989390642,-0.222705294552193,-0.619882684894023,0.175533208708772,0.0294289389761,0.088190315921713,-0.175533208708772,-0.0294289389761,-0.088190315921713,0.163327969758156,-0.227958982703933,0.141698901249792,-0.0118545169177103,0.30778738010657,0.257018186258518,0.369743813565765,0.426958136688145,-0.0231791654502025,0.186565428051109,0.0436177274151309,0.27790127203052,0.336877544778776,0.468990196931953,-0.305331326489072,0.157582666131714,0.135263272259187,0.169506553366585,0.201919191817563,0.670433111152166,0.238574654452314,0.320599766839167,0.273533576389403,0.63003386871721,-0.0973707745682332,0.158797756734128,0.00476636498622886
"con_followers",-0.0969407449365443,0.0969518714580932,0.146439051278666,0.159694427272321,0.666549470237371,0.545314439894658,0.462556858174739,-0.133944757765931,-0.0719693379623884,0.085255141485475,-0.507950572471551,-0.334699076880091,-0.381765261264248,0.361533582587597,-0.104353036618902,-0.0218422744413707,0.103168130259135,-0.0809254487439534,-0.121783723220404,0.0595503751376189,-0.020034847149411,-0.214915755041454,-0.523687303914047,-0.3516619162514,-0.376356528493622,-0.264546761371363,-0.0352175266243443,-0.236036829133702,0.264546761371363,0.0352175266243443,0.236036829133702,1,0.476061992283428,0.524222705717019,0.0850445045748393,-0.0136443844121385,-0.100794926487623,0.133356410350018,-0.0121607840530494,-0.119056316799173,-0.0111870027467699,0.0121607840530494,0.119056316799173,0.0111870027467698,-0.198557344996741,-0.259344644079965,-0.239187021209644,-0.283241807648661,-0.130183402878329,0.0855959129497173,0.306646162200508,0.183746791484101,0.308547681848503,0.302588407179121,0.516023094736565,0.261040144314726,0.318401590300794,-0.587539076497286,-0.42811816498087,-0.434827876938591,0.663799864157449,0.415883865236429,0.483113286930015,-0.152241302526081,-0.18007343311906,-0.896288901478229,-0.407932650145522,-0.411956343477366,0.896288901478229,0.407932650145522,0.411956343477366,-0.252690067594776,-0.404474626993779,-0.0729845524807933,0.0291268587508739,-0.142801970134159,-0.261512444124752,-0.128942173534123,-0.330797512059367,-0.0534398446414141,0.119566008469748,0.0879038814591541,-0.207226785640237,-0.202200911868888,-0.0208179413928769,0.148954693967269,0.346646491257812,0.290462772855253,0.340146457607105,0.401663462049252,0.278329341105722,0.382697571403799,-0.401663462049252,-0.278329341105722,-0.382697571403799,0.401188493944228,0.229897949282882,0.28354660925755,-0.401188493944228,-0.229897949282882,-0.28354660925755,-0.0704851280700953,-0.317090284094782,-0.0105801586941831,-0.0534705687067814,0.0930936752459906,0.675152597521731,0.455338998428969,0.46821712622687,0.00903913387565048,-0.162187078803776,0.0833414533440808,0.886111450752667,0.479795664208499,0.572043905763467,-0.0572912072322509,0.318559303931929,0.194685758007872,0.449431861558225,0.204062677428949,0.383671698709718,0.311445611139604,0.691438500586706,0.325518224536391,0.434321373529987,-0.084709541264083,0.235572605664434,0.0680628355725223
"con_friends",0.129157597185276,0.138095364563364,0.0234166124231534,0.217969921203876,0.487007067544328,0.72700652561214,0.555671739095358,-0.341051687898048,-0.187298291262341,0.0069680391947924,-0.398106691318518,-0.548556115629852,-0.5143381656126,0.384061679213797,-0.224222830184756,-0.0110861940668895,-0.136449781933539,-0.176350041083525,-0.0146358644290301,0.0980439022727594,0.0323471993246099,-0.288084436240139,-0.475589311369649,-0.572812026327855,-0.560722797123334,-0.0624191657912915,-0.139075372172672,-0.336367272482512,0.0624191657912915,0.139075372172672,0.336367272482512,0.476061992283428,1,0.676570660998783,0.304132090004855,-0.127827637261252,-0.0459478992251608,0.133671154700169,0.0723095625758066,-0.192327228470037,-0.17280422361742,-0.0723095625758066,0.192327228470037,0.17280422361742,-0.316804064049829,-0.145776038795248,-0.131974110760865,-0.188591408889534,-0.183830923291963,0.0461310283666174,0.353294720912299,0.141376389055321,0.340130658328726,0.265487671521071,0.346226350508653,0.526258368641247,0.449362162602899,-0.415691573455917,-0.695729222777363,-0.658520805131458,0.462673853296099,0.766792542057695,0.608611062131098,-0.14194346837053,-0.142026412676515,-0.332279886573529,-0.932528818039026,-0.602599178084886,0.332279886573529,0.932528818039026,0.602599178084886,-0.435140325531414,-0.455177273881359,0.204000679922353,0.0604133960230564,0.0205479090540691,0.00742827568602138,-0.174909449626168,-0.29669227931242,0.0384556345254416,0.183548835625947,0.107057150452863,-0.235352912308499,-0.205628945298191,-0.130776190236652,0.254487048740112,0.437433856382282,0.366439083485517,0.419310090117928,0.252259317478248,0.409201492181922,0.472062409310428,-0.252259317478248,-0.409201492181922,-0.472062409310428,0.498830806084523,0.443162106970087,0.466940697701548,-0.498830806084523,-0.443162106970087,-0.466940697701548,-0.212685573391097,-0.466346294542115,-0.150181859919813,-0.0628062552705883,0.112953003112306,0.392825288525478,0.742913868390559,0.608691936565901,-0.104690269061423,-0.0524941353136434,-0.0211699865113572,0.520511255634176,0.931823132998388,0.671797310747545,-0.111168148571656,0.430623849454474,0.132811457020271,0.226894109290339,0.304390089412701,0.496524442600478,0.383792957557456,0.446762263887742,0.669636517126774,0.566263206819371,-0.0213486024957024,0.351899781832655,0.0584116645851164
"con_profile",-0.00273120802319873,0.237842336715398,0.176620879314752,0.291591202634847,0.586448513945175,0.63756047359037,0.619351782692615,-0.37776800089258,-0.252871317280647,0.184316237641124,-0.35270268167196,-0.410002745523097,-0.696315435695808,0.362614782073395,-0.179007685431101,-0.0818690727480327,0.078917584922745,-0.234487622594068,-0.127088107167198,0.194966334373355,0.0285345846733867,-0.297610401156582,-0.471422060208122,-0.54899656748405,-0.590627718331787,-0.0121089989463595,-0.00486620039666394,-0.457066506872338,0.0121089989463595,0.00486620039666394,0.457066506872338,0.524222705717019,0.676570660998783,1,0.18281238252727,-0.193663299077325,-0.17557371811362,0.321105664893108,0.10375635904563,-0.158935539870995,-0.391373086968989,-0.10375635904563,0.158935539870995,0.391373086968989,-0.207865574661027,-0.13007932515898,-0.169288196591363,-0.341399589374952,-0.206467059763037,0.0977395113633157,0.37219489518206,0.149724325194817,0.343846170849101,0.420403609345935,0.327308541695922,0.45466354267267,0.709730531124477,-0.481312357151546,-0.5447761783951,-0.754831653456478,0.517557932579555,0.571147100656395,0.840108460480357,-0.10879049517181,-0.211600828066424,-0.370655961935965,-0.577642135417869,-0.939574735347154,0.370655961935965,0.577642135417869,0.939574735347154,-0.53365791103858,-0.511699134733113,0.122053129415104,0.216948543668887,-0.154227391409078,-0.0632435503496238,0.0420308729085506,-0.50403153418227,-0.0622576608177717,0.215813199423594,0.311518348534129,-0.29968422479926,-0.287107289306941,0.0700258170644673,0.202657493818425,0.332009013200218,0.349894203553978,0.30861135921553,0.280166397568091,0.201212525451347,0.639083222388967,-0.280166397568091,-0.201212525451347,-0.639083222388967,0.478459180334983,0.452960230944645,0.401955604341866,-0.478459180334983,-0.452960230944645,-0.401955604341866,-0.253945755616267,-0.546643374581876,-0.145073576522846,-0.18296522384255,0.275736462257354,0.484184559052803,0.571826280045002,0.725919908285954,-0.141512090647885,-0.0779723562553638,0.0929460623842041,0.568192885941845,0.683991818950881,0.947091459563264,-0.0543470535276907,0.444433371221867,0.265440700438327,0.121299662051941,0.198581338254562,0.618033497419586,0.537092114440405,0.414737349303649,0.47421342183485,0.791676580752647,-0.0958148996029352,0.33664898882405,-0.0276258404843122
"converseIntellStim_profile",0.210045100871629,0.245928799857424,0.101248874199216,-0.0887887559224489,0.120110033975837,0.256271296007106,0.238782318945403,-0.125225462477991,-0.0714792347506293,-0.0844760223320776,-0.024059841166296,-0.186296297813022,-0.175133488497864,-0.0622848068710076,0.0707979662439884,-0.0332283133739265,-0.161589505754482,-0.0740299706009509,0.040333187978412,-0.2200841233104,-0.268613200572595,-0.0171904533906955,0.00974392179901206,-0.172530976614965,-0.186508921788231,-0.0295946189385436,-0.014071157005148,0.0363811036310119,0.0295946189385436,0.014071157005148,-0.0363811036310119,0.0850445045748393,0.304132090004855,0.18281238252727,1,-0.0230481456130577,-0.0134544079096013,-0.142616693044324,-0.0410705608778293,-0.16238213972752,-0.0463010480953403,0.0410705608778293,0.16238213972752,0.0463010480953403,-0.138710605316276,-0.0917203824975165,0.0139780267482944,-0.131683738305784,0.0192913373629608,0.0574143930613878,-0.0548803845243892,-0.0362748321183634,0.331243037867279,-0.161359002643512,-0.0255508305805656,0.199562265850492,0.17717817600618,-0.0711500542423578,-0.274448966794361,-0.12648363734749,0.101457197525405,0.253825367741892,0.309028884475905,0.0927445432081381,-0.0603659487929875,-0.0306632280491367,-0.286692577393775,-0.1679412783893,0.0306632280491367,0.286692577393775,0.1679412783893,-0.0890820397872167,-0.0285215062710508,-0.0173518276199319,0.0857363549028168,-0.00999219818147814,-0.0342889321996598,-0.0352134781915473,-0.0884656819842052,0.155136199348187,0.222011330883958,0.081750217521446,-0.0558808589401,-0.0320020374861496,-0.213049835854686,0.0747391393686511,0.0911553077771006,0.0642117662181369,0.0803543638884048,0.0464767408588773,0.177748257742643,0.126208836406282,-0.0464767408588773,-0.177748257742643,-0.126208836406282,0.0455711902376447,0.154276824226958,0.127728900067101,-0.0455711902376447,-0.154276824226958,-0.127728900067101,-0.221239432402993,-0.266657699831169,-0.109841157302163,-0.00660339021457159,-0.126833280494485,0.0636028317630856,0.205068778101881,0.0880373179714164,0.0260757381508711,-0.0174404412075807,-0.197873847111551,0.122975046282123,0.280301175044678,0.176725808844295,0.0645048243150902,-0.0517982787687442,-0.120650185491813,-0.158194781830751,0.0944700937402244,0.0403948783731733,0.0377341862518613,0.0737434167408265,0.223962790544245,0.130437224039464,0.0683422665805841,0.234895459492547,0.197964855924452
"ext_followers",-0.251462096242058,-0.186491848132229,-0.292677954115722,-0.230902252911903,-0.142448305890208,-0.271799669346561,-0.258196471861771,0.759896446457675,0.538497243371541,0.073032441473551,0.321309147863045,0.268911708537486,0.223594858608254,0.0460561154502048,0.371086632330978,0.218025232700678,0.0519199310229391,0.530689557567048,0.341762406261678,0.157728641268365,-0.212401023884601,0.0682227416414199,0.490874648686538,0.478892859496994,0.269136834606288,-0.82576976616791,-0.37407167693394,-0.0786340836147337,0.82576976616791,0.37407167693394,0.0786340836147337,-0.0136443844121385,-0.127827637261252,-0.193663299077325,-0.0230481456130577,1,0.538424420014744,0.156953424392079,0.190755720571013,0.107034964869816,0.477843773915542,-0.190755720571013,-0.107034964869816,-0.477843773915542,0.0860707149262911,0.0426976737066578,0.117297613361668,0.35247012585888,0.323713863563265,0.184119895397824,-0.0581422143663107,-0.131172232888758,-0.204464067619761,-0.0513674419875942,0.0146709663473558,-0.108255253917158,-0.0684562979947088,0.229001026976486,0.225690047788953,0.220843679181944,-0.332130082854865,-0.289895398136934,-0.177691325826694,-0.112189456878992,0.355736508490949,-0.142561589868158,0.02491896840064,0.185752525009214,0.142561589868158,-0.02491896840064,-0.185752525009214,0.258816393951722,0.221693144520706,-0.556151897095719,-0.406171725760974,-0.0770867067865025,-0.535565698913933,-0.353968690688471,0.00295687812045918,-0.265582452390325,-0.158974725178001,-0.423430479165467,0.916740484840831,0.547203737416952,0.191416913410885,0.113617282728479,-0.175555684892374,-0.107546304380778,-0.224295500320692,0.288599004207714,0.145002163487709,-0.0664779770983098,-0.288599004207714,-0.145002163487709,0.0664779770983098,-0.647920738276431,-0.505917736776527,-0.146024075171573,0.647920738276431,0.505917736776527,0.146024075171573,0.118354683493083,0.02791298195078,0.708148432266184,0.433790040901881,0.201107009617216,0.104730682236017,-0.00576091243379401,-0.0789675066869164,0.136390629773454,0.199348224935756,-0.0780106639585941,-0.173354782207513,-0.213740957795223,-0.179944461403307,-0.127956951673207,-0.185558091425308,-0.0689841772788224,0.308908954458156,0.237396382825273,-0.0717660425635949,-0.285076218764727,-0.046869046795799,-0.135407491813301,-0.112012062448823,0.0514304391779117,-0.0613943964057839,0.00391643813896369
"ext_friends",-0.246356472957122,-0.185323451460886,-0.188795828088856,-0.268626135201828,-0.231027494012952,-0.257076384699394,-0.258987424899813,0.500474798222585,0.746341876315022,0.182860244492686,0.31572075590772,0.15084262978029,0.197563414124501,0.0365694670528845,0.267654894764631,0.310051856152079,-0.00645749044379477,0.509246772778414,0.604102895328594,0.243341904044658,-0.167159731231554,0.109506196543069,0.375864342567574,0.563627672221683,0.257493311957717,-0.337548817783834,-0.84563012403426,-0.207140107930907,0.337548817783834,0.84563012403426,0.207140107930907,-0.100794926487623,-0.0459478992251608,-0.17557371811362,-0.0134544079096013,0.538424420014744,1,0.28333783011546,0.219706111668774,-0.0121961470708824,0.209090269728813,-0.219706111668774,0.0121961470708824,-0.209090269728813,-0.0057084550690906,0.229524844343567,0.208347210806266,0.364818541976391,0.582526897104599,0.254121437985898,-0.0901346086135496,-0.140862942407415,-0.234838570405474,-0.0615966943204844,0.0981587654930992,0.102077632058997,0.0118818912727383,0.306453010615037,0.331135294479602,0.248401735334608,-0.282027193703834,-0.190381960636495,-0.187680534953438,-0.140993544899714,0.320086287050278,0.0259889298897016,-0.070447336793148,0.219969623975755,-0.0259889298897016,0.070447336793148,-0.219969623975755,0.195747148463474,0.175516194033467,-0.391659053315281,-0.632436925201438,-0.0896543170674623,-0.479472928232055,-0.679798488316509,-0.0838949127092903,-0.279007471539625,-0.0889611030895689,-0.219193809600965,0.569429567156568,0.884351775231044,0.276282348337279,-0.0697337242928301,-0.157135907056579,-0.124975376575084,-0.130613600452151,0.392570889537753,0.468690773714622,0.0539600880940203,-0.392570889537753,-0.468690773714622,-0.0539600880940203,-0.43381011224566,-0.657555919523182,-0.206307566653423,0.43381011224566,0.657555919523182,0.206307566653423,0.263152280196868,0.0263853439857628,0.479197368212863,0.619202631096477,0.240707490030935,-0.00340199918433155,0.0950640008864261,-0.0230161733149304,0.0365224550584222,0.275988671490891,-0.0797122306477641,-0.15651369429464,-0.156462379871167,-0.114762995218544,-0.171094738258369,-0.178715456024155,-0.225405351523521,0.191006258874756,0.393417710775887,-0.0143349541252354,-0.158820238616066,-0.00639830419419196,0.133525474242143,-0.0522769607441497,0.161433648173675,-0.08220396094555,-0.00447658039528023
"ext_profile",-0.142248043627864,-0.161250411214293,0.129737398631953,0.154908518302569,0.0355841744722649,0.0204420482141761,0.0771476083469902,0.0804136287343579,0.194758858067752,0.737915485053431,0.0652546434592663,-0.0770197147013539,-0.291386099849185,0.0738306182296837,0.0273215777913405,0.120529610281738,0.0143759672007188,0.211842108048438,0.224586483319635,0.431294165199478,-0.0186948257285289,0.119065527783197,0.0659974559446717,0.0935640163751162,0.0328288048248647,-0.121825331095003,-0.278862811445749,-0.861508360052593,0.121825331095003,0.278862811445749,0.861508360052593,0.133356410350018,0.133671154700169,0.321105664893108,-0.142616693044324,0.156953424392079,0.28333783011546,1,0.11130005164766,-0.0444695726028762,-0.275193555567285,-0.11130005164766,0.0444695726028762,0.275193555567285,-0.0870418189182915,0.286960307507053,0.0779503792539091,-0.018936397991493,0.0843850107267999,0.586748098509441,0.117460022019384,0.0515203502570021,-0.178474351360475,0.248658468145977,0.14674932702357,0.0784503779113865,0.498558032310074,-0.0137048836141782,-0.00111610528779456,-0.0617367614877741,0.095152612357445,-0.0552652057010671,0.222151562188567,-0.233574277518534,0.194028601283931,-0.0738764797773423,-0.136747457354638,-0.323340396208379,0.0738764797773423,0.136747457354638,0.323340396208379,-0.146763803297328,-0.038482498568353,-0.114125607336843,-0.169182860663929,-0.321282742565516,-0.193840883734469,-0.199888635657055,-0.526228004994334,-0.153784629370581,-0.0576955480412198,0.222142860492462,0.150549598280139,0.20005914797848,0.829995975238387,-0.172084047442248,0.0275055057101586,0.104274397941289,0.0968775338494006,0.221080876454334,0.161918384936337,0.533232522615133,-0.221080876454334,-0.161918384936337,-0.533232522615133,0.00211117257154522,-0.171452673067639,-0.269675641665214,-0.00211117257154523,0.171452673067639,0.269675641665214,0.232796951008316,-0.157014466330982,0.267480782355328,0.0707679284451796,0.565146394646403,0.149853535950676,0.153015885780323,0.381348414407214,0.02273078805872,0.220159287724809,0.0823311726789176,0.165876929247093,0.11240175283876,0.283830119068363,-0.312635544214277,-0.018285390861869,0.0335626605601157,0.156656658289575,0.106273161770519,0.522589810495282,0.0740825216238005,0.165044865792592,0.0744892963805937,0.444669273566761,0.0317457807362134,-0.0184692274018619,-0.143318351988604
"fewartint_followers",-0.369669560520702,-0.238831313144097,-0.050636558494044,0.153713254332965,0.0357425162191744,0.0365625107400014,0.0316033610530554,0.0946770986940747,0.176141488378207,0.0562014507289019,0.180398746799818,0.146613213603018,0.0553152241997507,0.0906741170822788,0.136877543103406,0.163686207927417,0.123107485158016,0.0349046017203699,0.145191260428949,0.191724643754154,0.0395182876675528,-0.0896876180153954,0.069380472289184,0.0853840240916879,-0.0387050096975172,-0.139555906624796,-0.136255994372813,-0.0805574850517163,0.139555906624796,0.136255994372813,0.0805574850517163,-0.0121607840530494,0.0723095625758066,0.10375635904563,-0.0410705608778293,0.190755720571013,0.219706111668774,0.11130005164766,1,0.228009789090347,0.00708108443541547,-1,-0.228009789090347,-0.0070810844354155,-0.0900134764295258,0.0589705454959964,0.0807005895930762,-0.163647095245451,0.146886834971041,-0.0241335444533776,0.156811092528108,-0.0888025611779276,-0.0352631523882069,0.117055594341758,-0.0561033584948233,-0.0877924096117487,0.139175329928959,0.0424400339620549,0.0716219996073381,-0.067995750184633,-0.215100202672926,-0.0908879833071262,0.0561075781673104,-0.0429193774997201,0.0753066724897545,0.0106078045117771,-0.0477799689521078,-0.073190394779163,-0.0106078045117771,0.0477799689521078,0.073190394779163,0.0440761062835495,-0.0377465472408616,0.00418167207949276,-0.208472896161791,-0.222030993754351,0.00370424984836082,-0.138382380411474,-0.223788510950547,-0.814447494996389,-0.256538716707314,-0.0321430786127588,0.181480317115222,0.266747054361617,0.10846331931283,0.148289927706678,-0.00647553938354129,0.0190365058432996,0.0442900259830399,0.00106836672635488,-0.0109887488552016,0.151244450299761,-0.00106836672635488,0.0109887488552016,-0.151244450299761,-0.0967598951691732,-0.197148379092126,-0.0327787345478648,0.0967598951691732,0.197148379092126,0.0327787345478648,0.00885541195402409,-0.173383460425826,0.119579646920843,0.254881884423383,0.234849259126215,0.112137029252582,0.118037676984062,0.145320718191664,-0.0221543200239876,0.0117281816086462,-0.0452553601516565,-0.0110807408468781,0.0871293952482006,0.121045858675466,-0.0358484259838969,0.00734298772944682,-0.202845972793768,0.0102392123182181,0.034623415321101,0.0210312692670535,0.0288936664880419,-0.0348854144441277,0.0488614675646673,0.0647769988042139,-0.0329635170361192,-0.0311369026463941,-0.0597634315922022
"fewartint_friends",-0.306609951283574,-0.650154076739392,-0.107801482329617,-0.0274178701770699,-0.0565944254465627,-0.0172064883537224,0.0282451734237261,0.188514094912559,-0.105357005145066,-0.0589041676478464,0.259471829917482,0.426934539927905,0.156895151577671,0.0254064337807517,0.151347202982375,0.333792287780584,0.116846005716082,0.183405310446073,-0.0903734334192046,-0.165552794621422,0.0123451696749941,0.0503368740382942,0.149127185963715,0.20190893097979,0.0272233300771239,-0.0271920445522213,0.155349988052397,0.118477300915028,0.0271920445522213,-0.155349988052397,-0.118477300915028,-0.119056316799173,-0.192327228470037,-0.158935539870995,-0.16238213972752,0.107034964869816,-0.0121961470708824,-0.0444695726028762,0.228009789090347,1,0.162926618727248,-0.228009789090347,-1,-0.162926618727248,0.116020785909589,0.0604052313961029,0.01220822857135,0.0956242420351621,-0.0622932717907207,-0.0287015512398419,0.0807454138075326,-0.100171539634008,-0.0386134361688488,-0.0541393001583787,-0.0155844285041153,-0.364912503127,-0.17197435402961,0.00155825907486819,0.147003656491781,0.148140989414412,-0.0681786013260665,-0.270456490501686,-0.147488497963538,0.182536474215596,0.0962169771115179,0.0615419363601747,0.231296079049552,0.168730351886413,-0.0615419363601747,-0.231296079049552,-0.168730351886413,0.0681654497065771,0.0912104681267785,-0.203496469396806,-0.150872695621966,-0.0870059299907551,-0.126944716148905,-5.47282364631927e-05,-0.0549262144318611,-0.324535853354498,-0.919177077780709,-0.148834109060138,0.141197399882522,0.120767493320659,0.0505554314779221,-0.0386187548046348,0.0021561737998535,-0.0216440217979485,-0.0021001998401196,-0.0265253610531534,-0.193651131581557,0.0102330527833149,0.0265253610531534,0.193651131581557,-0.0102330527833149,-0.193175834160342,-0.0488360303194965,-0.0631046327423293,0.193175834160342,0.0488360303194965,0.0631046327423293,0.0177634103877777,0.023911356448512,0.196727752358959,0.252312637353245,0.0238283811478611,0.0790526997407467,-0.0484835929615434,-0.15025853650515,-0.0756716185379402,-0.296695473651865,-0.413065092681194,-0.152701220258532,-0.127008155795894,-0.132339434983749,0.046847972001156,-0.152876742885077,0.0222033147431036,0.0194842482131008,-0.264360667155561,-0.129021842132244,-0.129681054985138,-0.119803040525479,-0.292459509114287,-0.188940247190721,-0.117517009296356,-0.0514402011099702,-0.170633153754535
